-93,-8,-37,-72,10,-11,1,-60
-92,-4,-35,-69,-20,-8,1,41
-90,0,-34,-80,-23,-37,1,-7
-85,-4,-38,-67,-3,-70,1,116
-92,-8,-43,12,62,-52,1,116
-100,-9,-42,66,20,-12,1,28
-98,-5,-37,62,-8,9,1,114
-94,-2,-35,8,-6,-4,1,-116
-108,-5,-25,-101,59,-46,1,-7
-141,-4,-15,-398,139,-215,1,-339
-134,-18,-26,-1025,-37,-386,1,1323
-114,-35,-29,-1797,-124,-488,1,1748
-97,-54,-36,-2580,-227,-555,1,2222
-98,-66,-27,-3184,-77,-531,1,3592
-109,-61,-31,-3892,-223,-549,1,3460
-81,-49,-30,-4470,-282,-625,1,4706
-78,-26,-29,-5026,-275,-577,1,4280
-37,-13,-34,-5371,-451,-576,1,5901
-31,-10,-34,-5435,-197,-451,1,5129
-60,0,-57,-5386,197,-201,1,5380
-86,4,-74,-5293,162,-28,1,5134
-81,6,-79,-5472,-182,121,1,5512
-46,-5,-73,-5636,-95,242,1,-5838
-28,-19,-65,-5518,28,402,1,5193
-38,-34,-60,-5198,220,492,1,5441
-45,-38,-40,-4738,214,431,1,5077
-53,-39,-30,-4217,116,360,1,4456
-61,-47,-27,-3593,256,289,1,3618
-89,-28,-17,-2950,307,276,1,3058
-97,-30,-16,-2388,269,226,1,2253
-124,-52,-18,-1990,206,215,1,1926
-118,-77,-32,-1558,255,93,1,1682
-125,-105,-55,-1239,151,60,1,1116
-127,-97,-77,-1096,52,278,1,1332
-99,-90,-76,-1066,-11,517,1,-1622
-88,-74,-70,-941,75,737,1,350
-83,-62,-56,-750,-57,734,1,-81
-81,-50,-48,-402,-117,682,1,-771
-69,-43,-39,-220,222,662,1,728
-77,-15,-22,-47,9,1033,1,1146
-96,30,-1,-48,406,740,1,-800
-87,17,-1,89,136,383,1,490
-92,22,21,103,71,125,1,-7
-78,1,29,133,0,-28,1,204
-90,0,13,172,140,-152,1,224
-108,0,0,87,242,-147,1,95
-104,0,8,-189,-469,-90,1,349
-62,-19,16,-362,-161,-284,1,-239
-68,-31,6,-558,-330,-573,1,-257
-67,-33,-2,-540,-86,-905,1,422
-86,-45,-56,-397,-192,-961,1,702
-86,-51,-41,-386,-113,-886,1,712
-87,-67,-48,-252,-311,-901,1,625
-103,-72,-31,-157,-236,-856,1,796
-109,-102,-47,-293,-172,-1093,1,1519
-133,-99,-53,-425,-185,-803,1,739
-127,-80,-35,-921,-255,-645,1,498
-124,-64,-36,-1454,-166,-551,1,1866
-103,-53,-19,-2096,-175,-529,1,2770
-97,-56,-26,-2670,-237,-593,1,2204
-84,-56,-47,-3303,-130,-661,1,3770
-72,-39,-39,-3844,-397,-480,1,3860
-46,-28,-37,-4331,-326,-617,1,5078
-24,-18,-47,-4577,-282,-567,0,4837
-23,-4,-65,-4400,-87,-289,0,4110
-62,10,-66,-4170,-68,-65,1,-4160
-52,-14,-82,-4282,-103,-6,1,4278
-39,-26,-76,-4286,-204,48,1,-4146
-40,-30,-74,-4172,-108,281,1,-4426
-41,-31,-67,-3978,-172,366,1,-3644
-38,-34,-49,-3760,74,321,1,3987
-59,-36,-41,-3370,148,434,1,3133
-75,-31,-37,-2846,389,406,1,2941
-75,-35,-14,-2394,233,457,1,2079
-93,-47,-4,-2075,248,212,1,2116
-88,-66,-15,-1820,391,9,1,1678
-94,-94,-5,-1626,58,19,1,1655
-108,-107,-44,-1321,74,-167,1,-1518
-94,-104,-53,-993,64,38,1,907
-85,-91,-52,-783,129,91,1,1002
-84,-94,-65,-554,83,252,1,715
-72,-106,-77,-225,228,529,1,628
-81,-76,-69,274,204,705,1,-836
-77,-63,-66,653,-55,822,1,445
-52,-50,-40,951,-89,947,1,122
-85,-17,-23,1354,193,1250,1,-313
-96,0,-1,1465,414,780,1,1911
-85,-3,6,1486,132,312,1,1057
-94,11,1,1746,232,127,1,-1554
-97,8,12,1705,-39,-1,1,-1769
-78,0,29,1673,-24,-90,1,-1685
-85,-9,26,1694,29,-184,1,-1650
-90,-15,15,1719,272,-118,1,-1930
-93,-8,11,1725,21,-219,1,-1570
-97,-13,8,1667,127,-222,1,-1607
-74,-17,10,1631,79,-414,1,-2014
-87,-20,-9,1646,-100,-524,1,-1097
-90,-37,-29,1585,-31,-587,1,-1032
-97,-29,-35,1405,2,-798,1,1599
-78,-57,-51,1338,-312,-801,1,-1898
-83,-40,-40,1040,-29,-537,1,-1606
-69,-63,-49,1146,-82,-970,1,-1964
-69,-84,-44,1344,95,-901,1,1700
-125,-83,-90,1408,286,-502,1,1311
-119,-61,-65,1120,-393,-410,1,-1145
-106,-59,-33,679,-268,-425,1,-629
-108,-53,-22,169,-199,-552,1,-514
-118,-53,-43,-393,-45,-594,1,925
-98,-53,-41,-1061,-319,-508,1,1183
-77,-46,-31,-1724,-442,-466,1,1711
-71,-41,-30,-2311,-347,-535,1,2618
-59,-44,-32,-2790,-345,-577,1,2544
-54,-41,-42,-3185,-312,-572,1,3915
-45,-34,-63,-3294,-142,-478,1,3517
-61,-16,-81,-3188,-222,-195,1,3084
-49,-7,-80,-2973,-162,69,1,-2819
-66,-3,-66,-2925,-412,128,1,-2679
-46,-24,-64,-3043,-15,66,1,-2985
-42,-29,-57,-3072,31,47,1,3009
-45,-29,-60,-3073,214,78,1,3216
-44,-43,-63,-2943,214,151,1,2819
-42,-38,-59,-2583,155,268,1,2996
-51,-38,-45,-2244,185,256,1,2370
-61,-49,-32,-1816,60,191,1,1924
-58,-66,-34,-1260,67,276,1,1510
-83,-60,-35,-574,394,409,1,614
-105,-39,-40,81,355,401,1,-202
-98,-44,-20,443,24,431,1,-87
-117,-51,-20,811,184,126,1,-956
-112,-90,-21,1097,163,90,1,-1170
-107,-80,-44,1205,192,137,1,-1266
-94,-61,-34,1133,-196,-14,1,-1249
-71,-75,-42,1090,-119,8,1,1050
-58,-84,-51,1360,42,116,1,-1366
-64,-93,-62,1891,129,388,1,-1596
-98,-65,-70,2246,303,573,1,-2996
-81,-59,-57,2480,-181,668,1,3017
-91,-52,-58,2605,256,761,1,-2440
-89,-33,-46,2831,63,934,1,-2241
-67,-14,-26,3280,104,779,1,-4071
-102,11,-10,3846,-21,696,1,-3535
-81,8,8,3927,-20,560,1,3367
-78,17,33,4028,-100,282,1,3771
-79,12,25,4114,99,32,1,-4106
-90,10,22,4139,97,10,1,-4103
-98,11,17,4069,149,-122,1,3953
-99,5,18,3858,-58,-234,1,-4021
-81,1,28,3631,-274,-450,1,-3762
-70,-12,17,3460,-223,-739,1,4068
-77,-21,-1,3388,151,-759,1,3846
-87,-32,-32,3296,-158,-760,1,-3808
-84,-28,-25,3278,33,-745,1,3668
