6,0,88,-1,0,0,0,-93
6,0,88,-4,0,0,0,-96
6,0,88,-8,0,0,0,-92
6,0,88,-12,0,0,0,-88
6,0,88,-15,0,0,0,-83
6,0,88,-15,0,0,0,-83
6,0,88,-13,0,0,0,-81
6,0,88,-13,0,0,0,-81
6,0,88,-14,0,0,0,-82
4,0,89,-17,2,0,0,-78
2,3,92,-33,8,18,0,-102
-5,33,108,-88,28,83,0,83
-29,33,108,-331,103,71,1,312
-58,16,91,-753,162,30,1,573
-27,0,75,-1301,103,-2,1,-1313
-4,-11,59,-1994,61,-38,0,2017
-17,-18,46,-2662,132,-62,0,2801
0,-7,45,-3182,48,0,0,3188
-10,20,50,-3381,96,129,0,3576
-34,43,58,-3140,125,176,1,3261
-42,75,69,-2665,103,209,1,2810
-41,86,64,-2061,97,220,1,2188
-44,98,54,-1459,101,237,0,1351
-18,99,33,-971,77,302,0,760
-37,114,28,-580,111,302,1,843
-28,111,25,-159,94,310,1,408
-30,103,18,227,107,297,0,-460
-32,98,3,579,115,289,0,-878
-27,94,-3,868,112,299,0,635
-48,107,41,986,149,238,0,-975
-39,88,37,1042,104,236,1,-1231
-3,105,46,1096,14,274,0,-1300
4,134,57,1135,14,264,0,1488
-29,138,42,1148,82,268,1,-1438
-46,155,41,969,99,263,1,-562
-47,166,47,685,70,246,1,-698
-36,162,36,459,46,240,1,-436
-31,153,20,297,43,236,1,-383
-35,127,5,90,67,223,1,-158
-23,96,-2,-203,59,254,0,-123
-10,56,-1,-555,54,271,0,-801
0,33,9,-986,19,261,0,-742
15,7,3,-1419,-229,59,0,1372
14,-23,-7,-1715,-113,-251,0,-1573
10,-29,-9,-1889,-64,-270,0,-1615
13,-26,-17,-2007,-71,-200,0,-1874
0,-24,-11,-2047,15,-237,0,1794
2,-3,6,-1968,-54,-87,0,1992
-8,15,11,-1802,127,235,0,1948
-5,54,18,-1568,55,340,0,1886
-39,76,19,-1286,142,287,1,1262
-37,115,24,-903,120,345,1,747
-71,160,37,-418,135,323,1,165
-51,169,27,-1,125,337,1,431
-87,153,3,279,174,284,1,-107
-54,166,21,755,80,330,1,-877
-53,173,45,1301,78,295,1,-1228
-56,163,45,1640,91,277,1,-1949
-56,163,51,1757,84,267,1,-1831
-50,179,59,1830,62,256,1,-1699
-48,191,43,1746,67,237,1,-1733
-56,193,13,1399,80,242,1,-1326
-52,189,-7,944,62,233,1,1004
-38,167,-23,470,54,226,1,405
-41,134,-19,-15,69,216,1,-45
-34,111,-4,-454,59,225,1,-338
-22,80,1,-819,50,236,0,938
-7,58,9,-1165,22,262,0,1451
-4,26,0,-1501,45,272,0,1274
6,-1,-10,-1854,-125,-69,0,-1801
17,-27,-12,-2156,-108,-233,0,-2283
30,-36,-17,-2315,-133,-192,1,-2336
29,-40,-24,-2294,-118,-178,1,-2080
21,-17,-11,-2093,-165,-107,0,-2288
3,21,9,-1820,-2,303,0,1576
-28,39,11,-1537,171,257,1,1950
-11,82,21,-1229,68,350,0,1433
-45,95,16,-916,146,311,0,599
-40,126,17,-543,118,344,1,891
-69,161,18,-23,110,309,1,441
-41,178,29,493,62,339,1,-5
-27,184,41,890,36,341,1,-644
10,184,73,1190,6,307,0,1386
-32,178,84,1512,75,286,1,-1096
-47,181,84,1744,79,263,1,-1877
-45,183,64,1741,89,251,1,-1720
-52,188,34,1487,90,249,1,-1475
-45,190,13,1084,67,255,1,-1053
-37,184,10,725,44,258,1,-879
-30,171,2,456,40,255,1,-425
-27,141,-12,193,48,239,1,129
-21,112,-13,-144,52,262,0,-472
-6,76,-11,-550,27,250,0,-646
0,42,-10,-923,8,263,0,692
-4,12,-3,-1241,90,220,0,-1106
-2,1,12,-1532,66,11,0,1468
3,-13,17,-1826,-10,-160,0,1963
-5,-23,9,-2038,69,-265,0,1697
6,-21,8,-2112,-50,-244,0,2277
7,-13,9,-2083,-82,-171,0,2265
9,3,9,-1932,-140,90,0,1883
-12,19,6,-1659,143,246,0,1567
2,63,10,-1301,27,368,0,-1099
-52,79,1,-895,159,265,1,662
-13,132,17,-432,43,369,0,110
-52,151,15,52,120,350,1,-443
-43,177,22,481,118,391,1,-159
-71,183,14,852,140,322,1,-615
-85,180,22,1501,112,307,1,-1132
-78,195,62,2184,86,312,1,-2390
-70,228,97,2477,85,268,1,-2104
-76,226,54,2372,82,221,1,-2392
-46,202,-7,1999,57,233,1,2045
-41,184,-17,1529,48,247,1,1469
-27,178,-5,1112,27,265,1,1509
-22,156,-3,730,27,257,0,841
-18,122,-9,345,37,247,0,490
-26,91,-9,-91,69,218,0,-142
-16,56,-5,-500,67,251,0,-379
-1,21,-2,-819,27,277,0,-555
1,0,-3,-1147,-100,-75,0,1106
14,-22,-1,-1425,-115,-250,0,-1283
9,-30,3,-1605,-48,-297,0,1878
5,-30,2,-1666,-24,-317,0,1970
14,-24,8,-1644,-99,-208,0,1749
5,2,18,-1526,-47,63,0,1523
-50,138,13,294,115,323,1,-164
-51,172,12,778,103,361,1,-662
-80,189,16,1121,134,312,1,-1343
-82,192,51,1394,106,307,1,-1163
-67,173,61,1682,94,277,1,-1801
-73,164,58,1899,98,255,1,-1828
-66,175,62,1943,90,248,1,-2023
-70,192,51,1810,92,242,1,-1802
-70,199,26,1574,78,204,1,-1600
-60,194,7,1298,73,221,1,-1404
-64,178,-10,954,75,206,1,952
-30,141,-12,542,36,233,1,587
-15,106,-8,133,38,274,0,464
-18,69,-8,-227,62,248,0,-118
6,31,-11,-592,-35,229,0,-666
14,-1,-8,-921,-221,-59,0,-886
0,-17,-2,-1133,23,-347,0,1330
7,-20,7,-1276,-63,-264,0,1491
13,-29,0,-1380,-70,-269,0,1081
