-6,100,5,-502,3653,-399,-256,2,19
-7,99,3,-67,4209,-380,-276,209,18
-9,99,4,488,3856,-274,-291,194,43
-9,100,6,782,3000,-197,-302,155,54
-9,101,10,989,2837,-139,-309,143,60
-11,102,11,720,2713,-293,-325,140,41
-11,102,11,531,2600,-652,-359,135,30
-10,101,12,318,3449,-1364,-433,180,20
-8,100,11,-50,3797,-1853,-531,189,6
-6,99,10,-51,4155,-1545,-613,204,9
-8,99,11,116,3965,-1138,-673,198,15
-9,104,14,-626,2577,-841,-719,132,-29
-2,105,11,-1204,2995,-1100,-777,135,-45
-3,101,11,-325,4812,-930,-826,230,-2
-7,96,28,-59,4046,-298,-842,201,-31
-14,99,67,-2297,1422,46,-840,78,-216
-3,119,94,-7242,448,909,-792,5,-481
5,-100,125,-12720,-1904,2400,-664,-126,-761
18,-56,-106,-15936,8561,1940,-562,395,-917
-11,-12,-96,-19365,18892,-3893,-772,965,-1096
-6,13,-122,-25240,7431,-9325,-1266,360,-1349
-1,-8,97,-25240,5683,-6656,-1619,267,-1328
-21,-36,18,-25240,4835,-7159,-1998,245,-1272
12,111,-118,-25240,8239,-7968,-2429,386,-1455
-20,7,57,-18933,3433,-4103,-2646,175,-1274
1,-26,74,786,-6739,-2584,-2783,-368,-312
16,-15,-117,15393,5065,-1171,-2845,202,434
-12,12,-53,19967,10164,665,-2809,554,766
-12,34,-5,23485,7589,1654,-2722,442,1150
-35,83,53,24786,12714,4965,-2458,702,1152
-58,123,86,24786,5285,7336,-2069,330,1142
-36,-107,98,22193,2177,7522,-1663,136,1050
-42,-101,99,20818,-1020,7617,-1267,-21,940
-33,-91,94,15691,1977,7051,-893,118,714
-52,-101,87,14940,-6362,5451,-605,-280,668
-57,-107,79,10297,-6062,855,-559,-255,432
-57,-107,73,8290,-6493,-5522,-857,-283,343
-91,-105,44,6367,-2050,-12855,-1539,-6,229
-117,-80,26,8114,-3119,-20659,-2634,-47,316
90,-42,2,9254,-6877,-25518,-3986,-221,360
90,-13,-25,7019,-6113,-25518,-5364,-203,266
119,-32,-36,10274,-3431,-25518,-6717,-72,434
-41,-77,-8,8206,-11618,-25518,-8069,-562,405
28,108,-4,4322,-13012,-25518,-9422,-743,201
79,51,4,2829,-7628,-23303,-10680,-646,-41
81,13,12,1964,1497,-9514,-11184,-255,-182
69,-4,24,375,6876,1167,-11122,44,-314
50,-5,30,-2603,7303,12349,-10468,114,-471
10,9,18,-4158,10775,21437,-9310,426,-438
-70,33,4,-3733,10806,24508,-8011,784,-406
-100,54,6,-981,7297,24508,-6712,594,-255
-123,80,18,-1580,1788,24508,-5413,292,-267
-104,90,22,2261,650,24508,-4090,204,-41
-93,122,32,4365,10895,23199,-2860,677,107
-89,-122,29,-40,5880,21799,-1705,408,-100
-32,-125,16,-1533,10339,19106,-692,558,-98
-26,-107,7,440,21228,20379,407,1117,22
-38,-96,9,-276,15738,21086,1525,832,-29
-43,-117,9,509,15271,15645,2354,823,-4
-43,-120,42,3688,14541,6548,2701,784,133
-26,-107,96,1612,11380,296,2717,601,-10
0,-75,-126,-9747,7537,-1433,2641,360,-597
30,-72,110,-20885,6339,-1229,2576,267,-1149
32,-61,96,-24119,9158,-34,2574,409,-1295
14,-64,83,-25240,10839,680,2611,523,-1362
-10,-70,80,-24633,11925,-1439,2535,596,-1306
-38,-75,50,-25240,12305,-9406,2036,649,-1320
-5,122,-24,-25240,2695,-13876,1301,124,-1289
40,-7,126,-25240,2990,-9489,788,62,-1639
19,-29,-108,-1314,-1927,3127,954,-159,-446
-11,-5,-57,10354,4653,5049,1222,258,187
-35,19,-26,12615,6281,1672,1310,485,416
-39,35,0,16933,7758,-2088,1197,571,726
-33,60,42,20857,6367,-3697,1001,398,934
-31,76,72,21386,2258,-1643,914,158,945
-20,105,88,22809,4436,-1373,842,237,1038
-27,-128,99,20598,2438,-106,836,142,953
-28,-126,83,16666,-1789,-177,826,-72,753
-3,-113,88,18092,2850,279,841,126,834
-36,-117,77,14210,-778,428,864,-10,637
-15,-116,67,10227,-4164,-555,834,-216,466
-27,-121,39,7213,-4219,-2097,723,-193,329
-48,-126,29,8868,-8474,-6868,359,-374,398
-43,-104,43,9534,-11202,-11906,-271,-530,438
-56,-95,52,6328,-4755,-15769,-1123,-195,267
-96,-80,52,3882,-5210,-19434,-2153,-177,111
123,-67,40,-1163,-8205,-24389,-3421,-293,-162
96,-61,19,-4254,-7585,-25518,-4774,-251,-333
101,-80,2,-6082,-8909,-25518,-6152,-319,-439
-67,-113,-7,-10008,-12643,-25518,-7504,-565,-568
14,89,-24,-9738,-8901,-25518,-8857,-512,-525
74,32,-32,-6660,-9348,-23851,-10121,-731,-569
95,-12,-20,-3552,-4483,-11299,-10731,-558,-531
87,-32,-4,504,3253,1054,-10675,-134,-374
50,-27,16,2615,8931,9560,-10168,201,-296
18,-10,22,950,10635,16177,-9311,368,-353
-16,16,15,320,11865,20712,-8192,735,-158
-54,37,10,4123,5979,24508,-6893,498,27
-67,70,22,11865,6110,24508,-5595,458,463
-108,120,58,11338,3544,24508,-4296,314,435
-101,-117,67,7712,-1205,24508,-2972,47,276
-94,-105,66,7459,4637,24110,-1694,332,271
-64,-114,47,2999,13866,17261,-779,775,76
-58,-123,22,1383,23043,15189,25,1242,11
-53,-127,13,-135,19354,15419,857,1070,-58
-41,125,9,-66,15867,15005,1653,858,-38
-35,124,10,1765,14838,13356,2360,795,64
-33,123,17,2521,15241,9654,2872,812,101
-21,117,27,2618,16555,5609,3175,876,110
-26,127,78,3710,13268,2171,3290,692,98
1,-88,-111,-3880,13207,1186,3353,647,-318
-4,-56,-104,-16265,17365,-4540,3112,865,-935
3,-32,-119,-25170,10684,-4809,2853,527,-1389
-17,-4,117,-25240,4569,-6506,2508,224,-1343
18,-31,67,-25240,3259,-6346,2172,125,-1312
-2,-86,9,-25240,10096,-6033,1852,493,-1255
0,93,-65,-25240,9367,-5573,1551,464,-1407
-10,18,-110,-17346,7386,-3702,1355,373,-1163
-13,-11,-111,-2699,3228,-1344,1283,169,-478
-12,-7,-88,8309,3030,-355,1265,163,83
-27,19,-50,17671,2822,-558,1234,232,670
-21,51,6,24728,1507,-3261,1061,143,1205
-10,80,69,24786,4116,-1352,990,208,1138
-18,99,107,24786,4804,246,1003,250,1112
-43,124,106,21867,2355,35,1005,158,1003
