-26,90,43,553,435,328,215,2,-4
-25,88,42,417,252,438,239,12,16
-26,90,43,418,247,283,254,13,15
-24,89,43,244,410,650,289,17,8
-20,87,43,-394,885,1176,351,33,-23
-20,91,46,109,2255,3193,520,100,1
-24,95,51,-4422,3581,1299,589,173,-235
-25,84,38,-3186,1440,2345,716,77,-166
-20,82,42,-1155,-347,1728,808,-26,-66
-18,86,43,3020,-1747,3731,1005,-104,151
-12,92,42,3441,-2437,3153,1172,-155,185
-8,91,32,6915,1252,5377,1463,26,390
-22,105,65,4069,-4515,2910,1617,-248,186
-14,101,70,76,-1085,221,1629,-87,-25
-7,94,52,1118,2300,-510,1602,73,52
-4,106,45,2862,4735,455,1626,196,167
-40,123,79,2266,-555,32,1628,-26,84
-68,-41,-77,-8466,2088,-8205,1193,102,-485
-56,-7,-73,-21823,4655,-16979,293,219,-1148
-43,-6,-95,-25089,1378,-16697,-607,45,-1323
-26,-40,103,-25089,-2389,-11121,-1197,-155,-1269
-11,-79,55,-25089,949,-3720,-1394,2,-1235
14,-128,-7,-25089,1867,3820,-1191,10,-1192
9,93,-63,-25089,8419,10763,-621,349,-1303
-61,17,-101,-13776,5878,7173,-241,362,-914
-40,-8,-73,-3348,702,2546,-106,91,-441
-69,-31,-97,-593,-1193,-4782,-359,16,-337
-33,-14,-82,6635,-6693,-11790,-984,-311,52
-10,35,-51,15720,6381,-18298,-1972,310,704
0,65,-37,18694,11785,-21152,-3093,539,945
-2,48,-34,24937,24278,-16564,-3971,1183,1238
81,52,19,24937,26081,697,-3934,1556,1087
-69,106,104,24937,26081,-3004,-4097,1554,1114
-99,74,82,24937,23740,-12358,-4752,1439,1067
-26,58,68,23289,9362,-20293,-5827,706,982
49,35,31,23886,993,-22316,-7010,299,1005
93,39,36,23821,-9207,-20960,-8142,-249,1039
-115,39,55,20316,-8806,-20031,-9203,-270,854
-64,24,56,13616,-5019,-17081,-10109,-128,507
-18,27,42,6926,-6616,-11836,-10736,-316,227
7,31,47,5050,-3202,-3953,-10950,-253,148
12,17,54,333,193,827,-10906,-97,-162
1,-2,54,-2730,4471,7121,-10528,160,-396
-3,8,43,-8373,6356,11656,-9910,283,-629
3,24,20,-11119,16316,16741,-9006,762,-623
-35,68,6,-15415,20378,23766,-7747,1086,-782
114,110,4,-20099,25843,25487,-6396,1465,-1120
-70,-126,12,-25089,4542,19612,-5357,444,-1437
112,116,45,-25089,-1460,8592,-4893,155,-1483
-91,126,25,-25089,-22007,-1187,-4955,-900,-1444
6,119,5,-25089,-23945,-4108,-5173,-1020,-1422
105,108,0,-25089,-23945,2866,-5021,-1059,-1382
-113,84,-24,-25089,-23945,4829,-4760,-1092,-1403
-31,90,-28,-25089,-17042,11462,-4153,-851,-1266
-37,67,-88,-25089,6,12765,-3476,15,-1384
-80,-9,-106,-4722,-8028,16389,-2608,-319,-504
-101,-24,-77,3844,3126,1816,-2510,308,-92
-49,-29,-79,4921,-9886,-7217,-2892,-440,-66
-36,21,-49,18925,5787,-10121,-3429,371,792
-49,78,-15,22650,9282,-14932,-4205,530,1109
-39,78,-3,23492,9713,-18422,-5200,550,1223
-105,42,4,24937,26081,-13521,-5917,1539,1108
40,56,64,24937,26081,-10551,-6476,1541,1077
-41,34,59,24937,26081,-16140,-7331,1576,1046
