5,99,14,-80,-87,-340,-216,0,0
5,99,14,-174,5,-295,-232,0,-8
5,99,13,-130,-48,-86,-236,-3,-5
4,99,13,-118,-26,-46,-239,0,-4
4,99,13,-119,3,-116,-245,1,-4
5,99,13,-94,291,-237,-258,14,-3
4,99,13,-102,195,-212,-269,10,-3
5,99,14,-87,327,-156,-277,16,-4
4,99,13,-71,428,-179,-287,23,-1
4,99,13,-80,241,-210,-298,13,-2
5,99,13,-61,370,-191,-308,18,-1
6,99,15,-289,341,-132,-315,14,-19
3,103,26,-1492,2775,-712,-353,146,-98
-3,103,48,-4147,-658,-589,-384,-15,-276
-11,112,72,-5525,-1545,-36,-386,-46,-379
-25,123,74,-8309,2670,-1618,-474,190,-525
-53,-128,56,-10081,1998,-7118,-851,197,-602
-63,127,46,-8764,1685,-13152,-1548,198,-537
-73,-126,44,-6629,-1790,-17659,-2484,34,-435
-83,-120,34,-6870,-5914,-21625,-3652,-172,-454
-84,-124,28,-5640,-6916,-24868,-4970,-212,-386
-81,-128,29,-5528,-9132,-25270,-6284,-316,-376
-70,105,24,-3072,-8549,-25270,-7623,-290,-261
-58,96,32,-743,-6215,-25270,-8963,-184,-141
-40,76,39,-1512,-5696,-25270,-10327,-182,-189
-33,55,41,726,-733,-24976,-11651,78,-103
-19,42,57,3711,785,-23559,-12900,112,5
6,21,79,3221,1572,-21465,-14037,74,-100
24,2,89,3393,2148,-15836,-14893,62,-142
28,-14,105,2610,343,-9218,-15381,-29,-221
29,-26,107,906,-823,-2660,-15522,-89,-331
15,-28,102,517,1089,4164,-15302,33,-359
-4,-13,107,-1543,-2326,9416,-14793,-98,-433
-10,-5,105,-3788,-2244,12581,-14126,-78,-529
-18,2,87,-5386,777,14761,-13344,100,-592
-34,7,70,-6268,3393,15795,-12507,287,-621
-42,22,54,-7189,6041,15663,-11661,468,-625
-48,11,32,-6915,7754,16490,-10787,625,-632
-59,25,20,-6761,6389,18532,-9805,581,-580
-67,44,13,-2938,3543,21758,-8651,413,-341
-74,64,16,2090,5914,23384,-7389,512,-56
-80,103,16,4554,4494,24756,-6077,391,113
-85,116,4,11277,5961,24756,-4765,461,463
-95,-113,23,17060,1074,24716,-3455,199,766
-83,-91,40,12593,5937,20123,-2368,424,570
-103,-94,71,3822,3470,11176,-1776,309,79
-93,-126,127,10787,12934,5352,-1492,778,382
-98,-116,85,-11902,-1858,-3553,-1680,41,-741
-25,93,42,-12547,-6107,-3280,-1857,-248,-727
-28,112,73,-8252,2185,-989,-1910,171,-523
-23,124,95,-13889,-1045,-1775,-2004,-6,-824
-14,121,105,-16791,-1397,-1961,-2108,-37,-984
-1,124,118,-19234,-962,-834,-2153,-35,-1136
1,123,120,-22335,1325,257,-2139,77,-1277
-5,114,121,-23327,-1006,812,-2097,-30,-1315
2,102,114,-25218,-739,2064,-1988,-29,-1439
-24,81,99,-25218,-1654,2953,-1828,-30,-1478
-31,55,94,-25218,-4036,2406,-1701,-128,-1490
-16,30,96,-25218,-9736,2069,-1591,-446,-1538
5,4,49,-25218,-671,6906,-1225,-47,-1588
-18,-17,19,-19834,-2681,11021,-630,13,-1489
-23,-26,9,-11775,0,13079,63,173,-1107
-54,-32,0,-10725,2291,9490,566,364,-994
-60,-48,-15,-10345,654,4142,785,243,-1003
-57,-57,-27,-7572,3521,2410,915,363,-885
-61,-67,-47,-5375,3591,1529,996,340,-762
-62,-72,-50,-508,2237,398,1017,266,-518
-60,-68,-36,3703,1054,565,1047,216,-314
-60,-62,-18,5856,2212,-1083,989,298,-199
-62,-54,-8,6744,5948,-2946,833,509,-144
-59,-49,-6,7391,6404,-5632,534,538,-106
-49,-42,-8,9385,6921,-6312,200,558,-8
-43,-32,-5,14059,11118,-5052,-72,798,255
-38,-10,14,19096,10607,-3171,-240,811,587
-54,-12,31,21492,10163,-437,-264,761,723
-33,8,50,22977,13428,4624,-19,826,877
-63,34,61,24807,8496,9511,494,619,1047
-78,86,84,24807,605,11058,1080,174,1085
-63,111,106,24807,-1574,10446,1634,21,1105
-65,123,118,24807,-6577,9730,2140,-232,1083
-28,-111,109,24807,-4837,10574,2711,-203,1170
-35,-100,95,24807,-1519,12269,3361,-21,1165
-40,-81,109,16953,-6332,11390,3965,-266,763
-58,108,-94,18430,-13590,8204,4400,-612,742
-33,-99,-113,2184,178,1198,4464,57,-23
-37,110,40,-14478,1331,-6827,4103,151,-808
-11,79,4,-8035,-5036,-2382,3976,-211,-408
-29,92,19,431,5245,-1318,3906,348,-27
-51,101,41,-3969,-2294,-2056,3795,-7,-301
-57,95,58,-3863,-6585,-4163,3575,-214,-324
-67,102,82,-5815,-4785,-5411,3288,-123,-444
-79,105,76,-10117,-6951,-7947,2867,-216,-664
-97,109,66,-9296,-4541,-11130,2266,-74,-634
-102,113,50,-8735,-4930,-17243,1352,-80,-590
-98,118,48,-6334,-2458,-21637,205,36,-457
-97,113,45,-3670,-1877,-25270,-1133,71,-326
-71,98,42,-1738,-1820,-25270,-2498,52,-215
-66,82,50,688,1559,-25270,-3837,228,-110
-61,68,48,2594,2325,-25270,-5177,274,-27
-34,51,51,3965,-1603,-25270,-6516,31,36
-10,35,67,5459,1885,-23812,-7802,141,67
5,14,81,4406,239,-20958,-8913,10,-59
26,-8,85,3979,1786,-15821,-9751,35,-144
18,-27,94,3776,3127,-9535,-10257,128,-196
3,-37,100,1840,3243,-4862,-10519,173,-310
-3,-47,94,-682,2618,156,-10511,153,-466
-23,-43,88,-1935,3590,2884,-10358,248,-525
-30,-31,85,-2414,-523,4421,-10128,60,-520
-26,-21,83,-3029,793,7085,-9746,121,-536
-22,-18,79,-4077,612,9345,-9250,106,-581
-27,-9,74,-5689,3502,12087,-8610,271,-640
-30,-7,63,-7041,1641,13350,-7902,199,-707
-38,1,49,-7614,4354,15334,-7089,385,-706
-40,23,40,-9479,5998,20574,-5978,486,-728
-71,41,15,-12140,8147,24756,-4666,659,-823
-113,62,9,-11293,11470,24756,-3354,839,-783
-97,71,0,-8054,1144,24756,-2042,285,-589
-108,89,7,-2663,6119,24186,-736,530,-304
-100,111,3,445,2901,24756,575,327,-109
-93,114,3,6288,3519,21688,1725,347,198
-64,122,2,8489,-132,18624,2712,115,356
