-32,115,22,-83,98,-9,1,-66
-20,106,14,-50,96,12,0,40
-25,105,2,-40,106,8,0,52
-43,111,4,88,119,-12,1,102
-41,122,24,319,102,-4,1,275
-57,139,48,543,110,-52,1,706
-54,171,68,568,91,-63,1,644
-62,211,78,389,87,-91,1,299
-59,239,66,-51,83,-98,1,-149
-39,216,17,-895,73,-47,1,-1014
-23,154,-5,-2026,63,-38,0,1913
-2,106,-11,-3186,26,-27,0,3090
14,61,-20,-4346,-17,-91,0,4241
16,17,-28,-5444,-86,-237,0,5602
32,-5,-34,-6368,-151,-387,1,-6606
49,-16,-54,-7055,-147,-414,1,-6794
58,-54,-112,-7549,-78,-454,1,-7320
65,-75,-144,-7921,-77,-414,1,-8103
80,-75,-147,-8191,-92,-378,1,-7768
69,-80,-124,-8153,-74,-397,1,-7792
42,-70,-93,-7819,-41,-410,1,-7948
19,-66,-73,-7382,0,-435,0,7551
9,-69,-71,-6904,9,-432,0,7000
20,-47,-49,-6359,-32,-384,0,-6591
22,-12,-40,-5780,-65,-278,0,-6143
20,35,-30,-5108,-41,-43,0,5081
-10,70,-29,-4326,69,10,0,-4348
0,128,-12,-3507,18,120,0,3409
4,159,8,-2901,73,127,0,-3060
-50,176,-5,-2241,124,77,1,-2168
-47,195,-32,-1507,109,75,1,-1334
-45,211,-49,-924,97,70,1,-881
-31,251,-28,-432,74,103,1,-384
-40,194,2,-379,89,36,1,483
-51,168,28,-570,109,-13,1,-734
-52,157,46,-694,103,-27,1,-588
-47,172,60,-634,74,-39,1,-681
-47,190,39,-615,74,-51,1,-683
-51,207,5,-832,85,-58,1,-937
-72,212,-22,-1307,112,-81,1,1471
-73,197,-23,-2054,97,-87,1,2218
-54,172,-5,-2942,78,-72,1,3050
-46,131,2,-3883,83,-81,1,-3975
-36,86,12,-4806,99,-98,1,-4798
-19,69,12,-5663,76,-63,0,-5686
10,60,-3,-6609,-9,-45,0,6594
21,35,-25,-7653,-59,-174,0,7519
35,18,-38,-8647,-132,-283,1,8264
87,-13,-102,-9623,-132,-385,1,-9385
126,-82,-153,-10364,-128,-403,1,-10531
119,-78,-121,-10342,-151,-370,1,-10692
71,-102,-72,-9867,-95,-464,1,-10110
32,-108,-56,-9281,-25,-501,1,-9684
22,-90,-59,-8839,2,-480,0,9004
16,-73,-67,-8411,1,-460,0,8456
6,-66,-48,-7932,25,-452,0,8011
13,-58,-28,-7391,-15,-464,0,-7475
30,-18,-5,-6692,-199,-343,1,-7100
19,6,1,-5852,-246,-178,0,-5770
18,46,-8,-4879,-19,47,0,-4875
-24,127,-16,-3658,121,90,0,-3600
-37,175,-22,-2415,117,85,1,-2516
-43,195,-22,-1162,101,85,1,-1095
-40,190,-14,20,92,91,1,132
-39,172,-18,907,100,73,1,830
-34,158,-45,1442,97,62,1,1389
-36,144,-56,1722,88,-15,1,-1644
-42,172,-21,2012,92,40,1,1850
-47,175,15,2243,93,28,1,-2064
-43,175,34,2369,79,0,1,-2475
-40,178,32,2392,71,-29,1,2485
-43,185,-5,2175,75,-51,1,-2195
-51,208,-30,1667,75,-66,1,-1654
-49,215,-47,806,74,-73,1,-1007
-58,199,-27,-296,78,-74,1,455
-61,182,-1,-1410,75,-76,1,1288
-39,132,4,-2561,76,-69,1,-2734
-39,82,16,-3745,114,-126,1,-3785
-7,37,8,-4881,76,-58,0,-4941
-3,0,-6,-6041,163,-363,0,5716
15,11,-13,-7175,-116,-241,0,7311
35,18,-27,-8311,-158,-256,1,8252
74,1,-59,-9471,-170,-353,1,9541
117,-36,-104,-10610,-170,-381,1,-10391
170,-52,-117,-11220,-210,-321,1,-10925
143,-60,-87,-11088,-175,-355,1,-10851
99,-62,-59,-10483,-151,-362,1,-10603
67,-51,-37,-9627,-137,-378,1,-9278
47,-49,-24,-8751,-122,-421,1,-9209
41,-57,-22,-7931,-98,-449,1,-8029
34,-53,-13,-7104,-92,-458,1,-6709
28,-37,-5,-6147,-98,-400,1,-6612
14,-14,-4,-5083,-109,-397,0,-4665
-23,12,15,-3825,270,-123,0,-3988
-58,47,27,-2621,235,-108,1,-2739
-44,77,10,-1564,181,13,1,1740
-54,131,-15,-317,142,48,1,-314
-52,180,-21,973,111,71,1,885
-47,192,-12,2218,95,118,1,2149
-58,184,-3,3009,146,53,1,3046
-90,206,-4,3586,159,3,1,3593
-110,154,-5,3962,214,-37,1,-3961
-107,149,11,4318,180,-51,1,4271
-90,152,30,4578,145,-44,1,4484
-81,162,36,4734,116,-56,1,4840
-73,170,22,4658,95,-67,1,4824
-69,178,3,4426,94,-65,1,4514
-72,185,-11,4031,93,-74,1,-3933
-75,182,-9,3424,91,-92,1,-3480
-71,179,0,2634,91,-89,1,2751
-53,159,0,1645,83,-77,1,1754
-29,117,5,486,84,-58,1,484
-24,70,13,-696,100,-90,0,-725
-12,42,15,-1856,77,-101,0,-1851
9,10,4,-2938,-139,-170,0,-2912
33,5,-9,-3842,-247,-324,1,3739
34,0,-36,-4711,-139,-363,1,4996
78,-38,-107,-5649,-125,-412,1,-6134
121,-65,-145,-6327,-160,-401,1,-6420
119,-54,-128,-6645,-140,-355,1,-6180
92,-65,-103,-6500,-109,-375,1,-6145
66,-63,-81,-6102,-87,-388,1,-5680
55,-58,-74,-5556,-78,-384,1,-5318
46,-62,-73,-4887,-68,-378,1,-4725
32,-46,-57,-4053,-72,-358,1,-3777
28,-11,-34,-3082,-129,-311,1,-3468
15,33,-16,-1965,-44,4,0,-1953
-20,61,-6,-844,134,63,0,-988
-46,84,0,149,147,-8,1,123
-37,133,5,1191,90,78,1,-1045
-28,208,0,2420,77,110,1,-2464
-42,233,-8,3657,92,99,1,3762
-35,225,-6,4503,75,70,1,4447
-26,192,3,5030,82,99,1,-4943
-30,198,17,5379,82,43,1,-5556
-39,168,18,5500,106,32,1,-5546
-38,172,27,5612,80,3,1,-5423
-33,186,34,5753,66,-5,1,5764
-37,210,34,5746,69,-25,1,5880
-34,231,6,5320,65,-22,1,5215
-37,249,-18,4393,65,-26,1,-4543
-31,230,-24,3213,65,-42,1,-3082
-33,171,-6,2053,79,-48,1,-2281
-38,112,16,893,108,-84,1,772
-27,74,27,-266,112,-112,1,-351
