1,-95,20,47,8,-1,0,110
4,-97,21,44,0,-2,0,94
3,-97,19,50,3,-4,0,64
1,-97,20,63,6,-3,0,76
2,-97,18,69,5,-8,0,53
0,-96,19,76,12,-5,0,10
6,-98,18,62,-3,-5,0,-80
0,-100,4,77,19,-39,0,29
-19,-114,-20,108,59,8,0,-46
-28,-120,-24,72,75,23,1,-109
-7,-138,0,-226,40,-33,0,100
23,-138,80,-687,-32,78,0,-564
115,-98,117,-1050,-169,165,1,-1137
60,-67,95,-930,-77,167,1,-873
7,-13,49,-735,-35,227,0,-552
1,-8,3,-562,-58,23,0,-537
-7,-11,-28,-408,49,220,0,367
-38,-45,-51,-123,128,174,1,108
-76,-80,-63,163,181,160,1,-144
-80,-125,-59,382,165,122,1,-428
-80,-162,-27,472,182,78,1,-472
-64,-168,26,300,160,62,1,307
-64,-165,80,-106,126,84,1,-140
-31,-160,102,-674,86,87,1,-581
27,-107,116,-1459,-28,127,1,-1489
77,-59,99,-2007,-125,182,1,-1804
56,-24,69,-2211,-129,230,1,-2222
27,-8,29,-2159,-158,236,1,-2078
16,-15,3,-1985,-171,125,0,-1801
-7,-24,-15,-1733,66,76,0,1751
-25,-44,-27,-1410,122,104,1,1465
-39,-74,-45,-1174,116,105,1,1224
-51,-101,-52,-868,139,92,1,978
-74,-145,-59,-680,147,83,1,647
-65,-164,-47,-593,155,61,1,568
-52,-185,-18,-732,139,29,1,724
-29,-156,32,-1000,97,26,1,-825
-10,-143,72,-1401,52,69,0,-1477
38,-95,114,-1889,-34,162,1,-2027
62,-70,110,-2274,-80,177,1,-2058
61,-37,84,-2410,-120,220,1,-2445
24,-7,42,-2296,-86,250,0,-2159
-9,-13,3,-2118,155,83,0,-2185
-28,-73,-49,-1513,96,100,1,1420
-56,-110,-64,-1220,167,101,1,1127
-82,-155,-57,-962,164,88,1,973
-48,-179,-16,-873,125,30,1,922
-60,-173,31,-873,153,50,1,-841
-48,-155,69,-1233,111,77,1,-1026
8,-125,86,-1705,7,90,0,1749
39,-80,101,-2118,-52,157,1,-2278
